donor,region,roi,n_cells_total,area_mm2,density_cd4_t,density_cd8_t,density_b_cell,density_macrophage,density_mdsc,density_other_immune,density_fibroblast,density_endothelial,has_septa,nn_cd4_t_to_cd4_t,nn_cd4_t_to_cd8_t,nn_cd4_t_to_b_cell,nn_cd4_t_to_macrophage,nn_cd4_t_to_other_immune,nn_cd8_t_to_cd4_t,nn_cd8_t_to_cd8_t,nn_cd8_t_to_b_cell,nn_cd8_t_to_macrophage,nn_cd8_t_to_other_immune,nn_b_cell_to_cd4_t,nn_b_cell_to_cd8_t,nn_b_cell_to_b_cell,nn_b_cell_to_macrophage,nn_b_cell_to_other_immune,nn_macrophage_to_cd4_t,nn_macrophage_to_cd8_t,nn_macrophage_to_b_cell,nn_macrophage_to_macrophage,nn_macrophage_to_other_immune,nn_other_immune_to_cd4_t,nn_other_immune_to_cd8_t,nn_other_immune_to_b_cell,nn_other_immune_to_macrophage,nn_other_immune_to_other_immune,nn_cd4_t_to_mdsc,nn_cd8_t_to_mdsc,nn_b_cell_to_mdsc,nn_macrophage_to_mdsc,nn_mdsc_to_cd4_t,nn_mdsc_to_cd8_t,nn_mdsc_to_b_cell,nn_mdsc_to_macrophage,nn_mdsc_to_mdsc,nn_mdsc_to_other_immune,nn_other_immune_to_mdsc,nn_cd4_t_to_fibroblast,nn_cd8_t_to_fibroblast,nn_b_cell_to_fibroblast,nn_macrophage_to_fibroblast,nn_other_immune_to_fibroblast,nn_fibroblast_to_cd4_t,nn_fibroblast_to_cd8_t,nn_fibroblast_to_b_cell,nn_fibroblast_to_macrophage,nn_fibroblast_to_other_immune,nn_fibroblast_to_fibroblast,septa_p25_cd4_t,septa_p50_cd4_t,septa_p75_cd4_t,septa_p25_cd8_t,septa_p50_cd8_t,septa_p75_cd8_t,septa_p25_b_cell,septa_p50_b_cell,septa_p75_b_cell,septa_p25_macrophage,septa_p50_macrophage,septa_p75_macrophage,septa_p25_other_immune,septa_p50_other_immune,septa_p75_other_immune,septa_p25_mdsc,septa_p50_mdsc,septa_p75_mdsc,septa_p25_endothelial,septa_p50_endothelial,septa_p75_endothelial,nn_cd4_t_to_endothelial,nn_cd8_t_to_endothelial,nn_b_cell_to_endothelial,nn_macrophage_to_endothelial,nn_other_immune_to_endothelial,nn_endothelial_to_cd4_t,nn_endothelial_to_cd8_t,nn_endothelial_to_b_cell,nn_endothelial_to_macrophage,nn_endothelial_to_other_immune,nn_endothelial_to_endothelial,nn_mdsc_to_endothelial,nn_endothelial_to_mdsc,septa_p25_fibroblast,septa_p50_fibroblast,septa_p75_fibroblast,nn_mdsc_to_fibroblast,nn_fibroblast_to_mdsc,nn_fibroblast_to_endothelial,nn_endothelial_to_fibroblast
HPAP-056,Head of pancreas,ROI2,2003,0.9897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,165.7,206.3,,,,,,,,,,,16.1,,,,,,,,,
HPAP-056,Tail of pancreas,ROI1,3316,0.9941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.96,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9,110.8,155.3,,,,,,,,,,,11.2,,,,,,,,,
HPAP-056,Tail of pancreas,ROI2,3118,1.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.56,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7,134.3,219.5,,,,,,,,,,,12.6,,,,,,,,,
HPAP-056,Tail of pancreas,ROI3,3121,0.9901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,132.8,187.4,,,,,,,,,,,13.2,,,,,,,,,
HPAP-059,Body of pancreas,ROI1,1788,1.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.01,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.4,188.7,226.1,,,,,,,,,,,17.4,,,,,,,,,
HPAP-059,Body of pancreas,ROI2,1690,1.1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.4,221.9,349.3,,,,,,,,,,,20.3,,,,,,,,,
HPAP-059,Body of pancreas,ROI3,2430,1.4843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.56,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.9,327.3,503.9,,,,,,,,,,,17.7,,,,,,,,,
HPAP-059,Head of pancreas,ROI2,4692,1.2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,399.0,454.9,,,,,,,,,,,13.2,,,,,,,,,
HPAP-059,Head of pancreas,ROI3,3334,0.9942,0.0,0.0,0.0,0.0,0.0,0.0,47.27,240.38,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,,,,,,,,,,,,,,,,,,,384.9,447.2,512.6,,,,,,,,,,,12.1,,,109.5,216.4,320.8,,,160.3,133.9
HPAP-059,Head of pancreas,ROI4,7110,2.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.75,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.6,199.2,263.9,,,,,,,,,,,11.9,,,,,,,,,
HPAP-059,Tail of pancreas,ROI1,2474,0.9941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.05,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,95.9,165.7,,,,,,,,,,,13.6,,,,,,,,,
HPAP-059,Tail of pancreas,ROI2,2032,0.9929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.38,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,209.5,388.3,,,,,,,,,,,15.1,,,,,,,,,
HPAP-059,Tail of pancreas,ROI3,2724,0.9948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.72,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4,144.1,222.3,,,,,,,,,,,13.2,,,,,,,,,
HPAP-063,Body of pancreas,ROI1,2544,1.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.59,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,65.4,86.9,,,,,,,,,,,10.6,,,,,,,,,
HPAP-063,Body of pancreas,ROI2,2517,1.1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,37.8,75.4,,,,,,,,,,,11.2,,,,,,,,,
HPAP-063,Body of pancreas,ROI3,1664,0.9941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.78,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,19.4,42.7,,,,,,,,,,,13.0,,,,,,,,,
HPAP-063,Head of pancreas,ROI1,3189,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,25.5,47.2,,,,,,,,,,,11.4,,,,,,,,,
HPAP-063,Head of pancreas,ROI2,2150,0.9247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-063,Head of pancreas,ROI3,3354,0.9942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,14.3,31.1,,,,,,,,,,,9.9,,,,,,,,,
HPAP-063,Tail of pancreas,ROI1,2698,0.9669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.73,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,18.1,36.4,,,,,,,,,,,10.7,,,,,,,,,
HPAP-063,Tail of pancreas,ROI2,2862,1.1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.92,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,66.9,113.1,,,,,,,,,,,11.9,,,,,,,,,
HPAP-063,Tail of pancreas,ROI3,4775,1.6148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.28,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,42.0,63.0,,,,,,,,,,,12.2,,,,,,,,,
HPAP-066,Head of pancreas,ROI3,3676,0.993,0.0,0.0,0.0,0.0,0.0,0.0,111.79,601.23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,,,,,94.9,182.8,257.7,,,,,,,,,,,16.0,,,107.3,189.8,327.6,,,20.2,47.4
HPAP-066,Head of pancreas,ROI4,4787,1.1927,0.0,0.0,0.0,0.0,0.0,0.0,48.63,690.85,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,,,,,,,,,,,,,,,,,,,206.7,405.1,560.8,,,,,,,,,,,15.2,,,217.6,405.9,527.4,,,16.3,67.0
HPAP-066,Head of pancreas,ROI5,4864,1.1937,0.0,0.0,0.0,0.0,0.0,0.0,140.73,629.12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,40.4,137.9,238.9,,,,,,,,,,,16.4,,,74.2,133.9,247.9,,,18.4,43.5
HPAP-066,Tail of pancreas,ROI2,3568,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-066,Tail of pancreas,ROI3,4154,0.9953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.71,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,144.0,245.7,,,,,,,,,,,29.5,,,,,,,,,
HPAP-066,Tail of pancreas,ROI5,4386,0.9956,0.0,0.0,0.0,0.0,0.0,0.0,115.51,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7,304.9,450.1,,,,
HPAP-067,Body of pancreas,ROI1,2954,0.9925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-067,Body of pancreas,ROI2,4242,0.9947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.4,456.5,603.3,,,,,,,,,,,22.4,,,,,,,,,
HPAP-067,Body of pancreas,ROI3,4108,0.995,0.0,0.0,0.0,0.0,0.0,0.0,551.74,260.29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,,,,104.2,204.9,304.7,,,,,,,,,,,21.9,,,28.6,107.8,213.6,,,32.6,22.4
HPAP-067,Head of pancreas,ROI1,3748,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.97,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,210.9,297.6,,,,,,,,,,,27.4,,,,,,,,,
HPAP-067,Head of pancreas,ROI2,4278,0.9948,0.0,0.0,0.0,0.0,0.0,0.0,601.1,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.9,298.4,430.9,,,,
HPAP-067,Head of pancreas,ROI3,4564,0.9954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,173.9,283.3,,,,,,,,,,,22.7,,,,,,,,,
HPAP-067,Tail of pancreas,ROI1,2303,0.9942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-067,Tail of pancreas,ROI2,3313,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-067,Tail of pancreas,ROI3,3639,0.9942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-074,Body of pancreas,ROI1,3872,1.4334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.4,279.6,386.5,,,,,,,,,,,11.7,,,,,,,,,
HPAP-074,Body of pancreas,ROI2,2635,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.8,446.1,527.0,,,,,,,,,,,12.0,,,,,,,,,
HPAP-074,Body of pancreas,ROI3,3030,0.9947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.39,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2,207.1,288.6,,,,,,,,,,,12.6,,,,,,,,,
HPAP-074,Head of pancreas,ROI3,2920,0.8936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-074,Head of pancreas,ROI4,2034,0.8947,0.0,0.0,0.0,0.0,0.0,0.0,10.06,285.03,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,,,,77.6,286.6,355.4,,,,,,,,,,,11.0,,,312.2,327.9,355.6,,,50.9,416.4
HPAP-074,Head of pancreas,ROI5,3196,0.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-075,Body of pancreas,ROI1,5218,0.993,0.0,0.0,0.0,0.0,0.0,0.0,701.94,391.76,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,,,,,,,24.8,19.7
HPAP-075,Body of pancreas,ROI3,4915,0.9946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.07,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9,278.5,463.7,,,,,,,,,,,15.3,,,,,,,,,
HPAP-075,Body of pancreas,ROI4,4888,0.9941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.05,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,197.7,319.2,,,,,,,,,,,15.1,,,,,,,,,
HPAP-075,Head of pancreas,ROI1,4951,0.9955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-075,Head of pancreas,ROI2,4793,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.95,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.5,284.6,414.2,,,,,,,,,,,13.1,,,,,,,,,
HPAP-075,Head of pancreas,ROI3,5029,0.9948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-075,Tail of pancreas,ROI1,4363,0.9947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.91,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.8,259.3,306.7,,,,,,,,,,,11.2,,,,,,,,,
HPAP-075,Tail of pancreas,ROI2,9330,1.9522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.05,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.5,333.9,492.3,,,,,,,,,,,12.2,,,,,,,,,
HPAP-075,Tail of pancreas,ROI6,8183,1.6828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-080,Head of pancreas,ROI1,4927,0.9944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.82,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,435.7,530.5,,,,,,,,,,,10.5,,,,,,,,,
HPAP-080,Head of pancreas,ROI2,4657,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-080,Head of pancreas,ROI3,4779,0.9944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,395.0,609.0,,,,,,,,,,,15.3,,,,,,,,,
HPAP-080,Tail of pancreas,ROI1,9414,1.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6,193.4,385.1,,,,,,,,,,,13.6,,,,,,,,,
HPAP-080,Tail of pancreas,ROI2,8870,1.9123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.92,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.2,286.5,524.0,,,,,,,,,,,31.8,,,,,,,,,
HPAP-080,Tail of pancreas,ROI3,4916,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.9,496.3,648.0,,,,,,,,,,,12.6,,,,,,,,,
HPAP-082,Body of pancreas,ROI1,4029,0.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-082,Body of pancreas,ROI4,4216,0.9946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-082,Head of pancreas,ROI1,4256,0.9947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-082,Head of pancreas,ROI2,4320,0.9949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,,,,,,,,,
HPAP-082,Head of pancreas,ROI3,3103,0.9938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-082,Tail of pancreas,ROI1,4044,0.9948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-082,Tail of pancreas,ROI3,4219,0.9953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,
HPAP-082,Tail of pancreas,ROI5,3926,0.9944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-093,Body of pancreas,ROI2,3746,0.9863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-093,Body of pancreas,ROI3,3438,0.9944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-093,Body of pancreas,ROI6,4233,0.9932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-093,Head of pancreas,ROI1,3218,0.9937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-093,Head of pancreas,ROI3,2625,0.9938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-093,Head of pancreas,ROI5,4119,0.9946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-093,Tail of pancreas,ROI1,2954,0.9934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-093,Tail of pancreas,ROI2,4406,0.9934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-093,Tail of pancreas,ROI3,4350,0.9917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-095,Body of pancreas,ROI1,3152,0.9939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-095,Body of pancreas,ROI3,4393,0.9946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.46,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,,,,,,,,,
HPAP-095,Body of pancreas,ROI4,4274,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-095,Head of pancreas,ROI1,3919,0.9941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
