donor,region,roi,subtype,r_um,L_minus_r
HPAP-004,Head of pancreas,ROI3,other_immune,20,1.1
HPAP-004,Head of pancreas,ROI3,other_immune,30,3.59
HPAP-004,Head of pancreas,ROI3,other_immune,40,3.76
HPAP-004,Head of pancreas,ROI3,other_immune,50,4.94
HPAP-004,Head of pancreas,ROI3,other_immune,60,5.7
HPAP-004,Head of pancreas,ROI3,other_immune,70,5.87
HPAP-004,Head of pancreas,ROI3,other_immune,80,5.66
HPAP-004,Head of pancreas,ROI3,other_immune,90,5.17
HPAP-004,Head of pancreas,ROI3,other_immune,100,4.21
HPAP-004,Head of pancreas,ROI3,other_immune,110,3.41
HPAP-004,Head of pancreas,ROI3,other_immune,120,2.4
HPAP-004,Head of pancreas,ROI3,other_immune,130,1.25
HPAP-004,Head of pancreas,ROI3,other_immune,140,-0.35
HPAP-004,Head of pancreas,ROI3,other_immune,150,-2.0
HPAP-004,Head of pancreas,ROI3,other_immune,160,-3.38
HPAP-004,Head of pancreas,ROI3,other_immune,170,-5.68
HPAP-004,Head of pancreas,ROI3,other_immune,180,-7.87
HPAP-004,Head of pancreas,ROI3,other_immune,190,-9.99
HPAP-004,Head of pancreas,ROI3,other_immune,200,-12.17
HPAP-004,Tail of pancreas,ROI1,cd4_t,10,-10.0
HPAP-004,Tail of pancreas,ROI1,cd4_t,20,-20.0
HPAP-004,Tail of pancreas,ROI1,cd4_t,30,-30.0
HPAP-004,Tail of pancreas,ROI1,cd4_t,40,23.67
HPAP-004,Tail of pancreas,ROI1,cd4_t,50,13.67
HPAP-004,Tail of pancreas,ROI1,cd4_t,60,3.67
HPAP-004,Tail of pancreas,ROI1,cd4_t,70,20.05
HPAP-004,Tail of pancreas,ROI1,cd4_t,80,10.05
HPAP-004,Tail of pancreas,ROI1,cd4_t,90,0.05
HPAP-004,Tail of pancreas,ROI1,cd4_t,100,10.29
HPAP-004,Tail of pancreas,ROI1,cd4_t,110,17.35
HPAP-004,Tail of pancreas,ROI1,cd4_t,120,7.35
HPAP-004,Tail of pancreas,ROI1,cd4_t,130,-2.65
HPAP-004,Tail of pancreas,ROI1,cd4_t,140,2.38
HPAP-004,Tail of pancreas,ROI1,cd4_t,150,5.97
HPAP-004,Tail of pancreas,ROI1,cd4_t,160,-4.03
HPAP-004,Tail of pancreas,ROI1,cd4_t,170,-14.03
HPAP-004,Tail of pancreas,ROI1,cd4_t,180,0.1
HPAP-004,Tail of pancreas,ROI1,cd4_t,190,1.02
HPAP-004,Tail of pancreas,ROI1,cd4_t,200,1.35
HPAP-004,Tail of pancreas,ROI1,cd8_t,10,8.43
HPAP-004,Tail of pancreas,ROI1,cd8_t,20,8.55
HPAP-004,Tail of pancreas,ROI1,cd8_t,30,12.82
HPAP-004,Tail of pancreas,ROI1,cd8_t,40,12.12
HPAP-004,Tail of pancreas,ROI1,cd8_t,50,14.89
HPAP-004,Tail of pancreas,ROI1,cd8_t,60,15.08
HPAP-004,Tail of pancreas,ROI1,cd8_t,70,15.25
HPAP-004,Tail of pancreas,ROI1,cd8_t,80,12.51
HPAP-004,Tail of pancreas,ROI1,cd8_t,90,12.27
HPAP-004,Tail of pancreas,ROI1,cd8_t,100,12.1
HPAP-004,Tail of pancreas,ROI1,cd8_t,110,11.12
HPAP-004,Tail of pancreas,ROI1,cd8_t,120,6.87
HPAP-004,Tail of pancreas,ROI1,cd8_t,130,4.92
HPAP-004,Tail of pancreas,ROI1,cd8_t,140,3.22
HPAP-004,Tail of pancreas,ROI1,cd8_t,150,0.39
HPAP-004,Tail of pancreas,ROI1,cd8_t,160,-3.63
HPAP-004,Tail of pancreas,ROI1,cd8_t,170,-5.38
HPAP-004,Tail of pancreas,ROI1,cd8_t,180,-9.7
HPAP-004,Tail of pancreas,ROI1,cd8_t,190,-10.76
HPAP-004,Tail of pancreas,ROI1,cd8_t,200,-14.07
HPAP-004,Tail of pancreas,ROI1,b_cell,10,6.9
HPAP-004,Tail of pancreas,ROI1,b_cell,20,23.57
HPAP-004,Tail of pancreas,ROI1,b_cell,30,35.0
HPAP-004,Tail of pancreas,ROI1,b_cell,40,47.71
HPAP-004,Tail of pancreas,ROI1,b_cell,50,58.98
HPAP-004,Tail of pancreas,ROI1,b_cell,60,68.9
HPAP-004,Tail of pancreas,ROI1,b_cell,70,79.37
HPAP-004,Tail of pancreas,ROI1,b_cell,80,88.07
HPAP-004,Tail of pancreas,ROI1,b_cell,90,97.2
HPAP-004,Tail of pancreas,ROI1,b_cell,100,104.51
HPAP-004,Tail of pancreas,ROI1,b_cell,110,111.33
HPAP-004,Tail of pancreas,ROI1,b_cell,120,118.05
HPAP-004,Tail of pancreas,ROI1,b_cell,130,124.57
HPAP-004,Tail of pancreas,ROI1,b_cell,140,130.55
HPAP-004,Tail of pancreas,ROI1,b_cell,150,135.41
HPAP-004,Tail of pancreas,ROI1,b_cell,160,139.9
HPAP-004,Tail of pancreas,ROI1,b_cell,170,142.58
HPAP-004,Tail of pancreas,ROI1,b_cell,180,145.35
HPAP-004,Tail of pancreas,ROI1,b_cell,190,147.99
HPAP-004,Tail of pancreas,ROI1,b_cell,200,149.37
HPAP-004,Tail of pancreas,ROI1,macrophage,10,-4.75
HPAP-004,Tail of pancreas,ROI1,macrophage,20,3.48
HPAP-004,Tail of pancreas,ROI1,macrophage,30,4.42
HPAP-004,Tail of pancreas,ROI1,macrophage,40,6.06
HPAP-004,Tail of pancreas,ROI1,macrophage,50,7.5
HPAP-004,Tail of pancreas,ROI1,macrophage,60,4.29
HPAP-004,Tail of pancreas,ROI1,macrophage,70,5.89
HPAP-004,Tail of pancreas,ROI1,macrophage,80,4.97
HPAP-004,Tail of pancreas,ROI1,macrophage,90,3.32
HPAP-004,Tail of pancreas,ROI1,macrophage,100,2.06
HPAP-004,Tail of pancreas,ROI1,macrophage,110,-0.26
HPAP-004,Tail of pancreas,ROI1,macrophage,120,-1.68
HPAP-004,Tail of pancreas,ROI1,macrophage,130,-2.92
HPAP-004,Tail of pancreas,ROI1,macrophage,140,-2.51
HPAP-004,Tail of pancreas,ROI1,macrophage,150,-3.3
HPAP-004,Tail of pancreas,ROI1,macrophage,160,-4.63
HPAP-004,Tail of pancreas,ROI1,macrophage,170,-7.44
HPAP-004,Tail of pancreas,ROI1,macrophage,180,-8.21
HPAP-004,Tail of pancreas,ROI1,macrophage,190,-9.83
HPAP-004,Tail of pancreas,ROI1,macrophage,200,-11.9
HPAP-004,Tail of pancreas,ROI1,other_immune,10,-3.83
HPAP-004,Tail of pancreas,ROI1,other_immune,20,0.76
HPAP-004,Tail of pancreas,ROI1,other_immune,30,0.63
HPAP-004,Tail of pancreas,ROI1,other_immune,40,0.97
HPAP-004,Tail of pancreas,ROI1,other_immune,50,1.44
HPAP-004,Tail of pancreas,ROI1,other_immune,60,0.31
HPAP-004,Tail of pancreas,ROI1,other_immune,70,0.09
HPAP-004,Tail of pancreas,ROI1,other_immune,80,-0.01
HPAP-004,Tail of pancreas,ROI1,other_immune,90,-0.67
HPAP-004,Tail of pancreas,ROI1,other_immune,100,-0.97
HPAP-004,Tail of pancreas,ROI1,other_immune,110,-2.2
HPAP-004,Tail of pancreas,ROI1,other_immune,120,-3.23
HPAP-004,Tail of pancreas,ROI1,other_immune,130,-4.29
HPAP-004,Tail of pancreas,ROI1,other_immune,140,-5.1
HPAP-004,Tail of pancreas,ROI1,other_immune,150,-6.87
HPAP-004,Tail of pancreas,ROI1,other_immune,160,-8.38
HPAP-004,Tail of pancreas,ROI1,other_immune,170,-9.96
HPAP-004,Tail of pancreas,ROI1,other_immune,180,-12.07
HPAP-004,Tail of pancreas,ROI1,other_immune,190,-13.44
HPAP-004,Tail of pancreas,ROI1,other_immune,200,-15.19
HPAP-004,Tail of pancreas,ROI1,endothelial,10,17.07
HPAP-004,Tail of pancreas,ROI1,endothelial,20,53.21
HPAP-004,Tail of pancreas,ROI1,endothelial,30,67.62
HPAP-004,Tail of pancreas,ROI1,endothelial,40,82.02
HPAP-004,Tail of pancreas,ROI1,endothelial,50,99.98
HPAP-004,Tail of pancreas,ROI1,endothelial,60,115.98
HPAP-004,Tail of pancreas,ROI1,endothelial,70,127.91
HPAP-004,Tail of pancreas,ROI1,endothelial,80,140.36
HPAP-004,Tail of pancreas,ROI1,endothelial,90,152.72
HPAP-004,Tail of pancreas,ROI1,endothelial,100,165.87
HPAP-004,Tail of pancreas,ROI1,endothelial,110,179.07
HPAP-004,Tail of pancreas,ROI1,endothelial,120,190.83
HPAP-004,Tail of pancreas,ROI1,endothelial,130,202.14
HPAP-004,Tail of pancreas,ROI1,endothelial,140,211.11
HPAP-004,Tail of pancreas,ROI1,endothelial,150,218.43
HPAP-004,Tail of pancreas,ROI1,endothelial,160,226.28
HPAP-004,Tail of pancreas,ROI1,endothelial,170,233.56
HPAP-004,Tail of pancreas,ROI1,endothelial,180,237.29
HPAP-004,Tail of pancreas,ROI1,endothelial,190,240.69
HPAP-004,Tail of pancreas,ROI1,endothelial,200,244.04
HPAP-004,Tail of pancreas,ROI2,cd8_t,10,-10.0
HPAP-004,Tail of pancreas,ROI2,cd8_t,20,-20.0
HPAP-004,Tail of pancreas,ROI2,cd8_t,30,47.6
HPAP-004,Tail of pancreas,ROI2,cd8_t,40,37.6
HPAP-004,Tail of pancreas,ROI2,cd8_t,50,45.04
HPAP-004,Tail of pancreas,ROI2,cd8_t,60,35.04
HPAP-004,Tail of pancreas,ROI2,cd8_t,70,39.74
HPAP-004,Tail of pancreas,ROI2,cd8_t,80,42.7
HPAP-004,Tail of pancreas,ROI2,cd8_t,90,44.41
HPAP-004,Tail of pancreas,ROI2,cd8_t,100,34.41
HPAP-004,Tail of pancreas,ROI2,cd8_t,110,35.17
HPAP-004,Tail of pancreas,ROI2,cd8_t,120,53.52
HPAP-004,Tail of pancreas,ROI2,cd8_t,130,43.52
HPAP-004,Tail of pancreas,ROI2,cd8_t,140,57.84
HPAP-004,Tail of pancreas,ROI2,cd8_t,150,62.51
HPAP-004,Tail of pancreas,ROI2,cd8_t,160,59.48
HPAP-004,Tail of pancreas,ROI2,cd8_t,170,69.18
HPAP-004,Tail of pancreas,ROI2,cd8_t,180,71.45
HPAP-004,Tail of pancreas,ROI2,cd8_t,190,78.81
HPAP-004,Tail of pancreas,ROI2,cd8_t,200,74.35
HPAP-004,Tail of pancreas,ROI2,b_cell,10,26.73
HPAP-004,Tail of pancreas,ROI2,b_cell,20,74.84
HPAP-004,Tail of pancreas,ROI2,b_cell,30,107.43
HPAP-004,Tail of pancreas,ROI2,b_cell,40,122.89
HPAP-004,Tail of pancreas,ROI2,b_cell,50,148.93
HPAP-004,Tail of pancreas,ROI2,b_cell,60,166.42
HPAP-004,Tail of pancreas,ROI2,b_cell,70,177.3
HPAP-004,Tail of pancreas,ROI2,b_cell,80,187.4
HPAP-004,Tail of pancreas,ROI2,b_cell,90,199.21
HPAP-004,Tail of pancreas,ROI2,b_cell,100,211.66
HPAP-004,Tail of pancreas,ROI2,b_cell,110,221.25
HPAP-004,Tail of pancreas,ROI2,b_cell,120,228.45
HPAP-004,Tail of pancreas,ROI2,b_cell,130,225.48
HPAP-004,Tail of pancreas,ROI2,b_cell,140,224.84
HPAP-004,Tail of pancreas,ROI2,b_cell,150,225.17
HPAP-004,Tail of pancreas,ROI2,b_cell,160,221.71
HPAP-004,Tail of pancreas,ROI2,b_cell,170,218.13
HPAP-004,Tail of pancreas,ROI2,b_cell,180,213.88
HPAP-004,Tail of pancreas,ROI2,b_cell,190,211.8
HPAP-004,Tail of pancreas,ROI2,b_cell,200,207.91
HPAP-004,Tail of pancreas,ROI2,macrophage,10,6.06
HPAP-004,Tail of pancreas,ROI2,macrophage,20,12.13
HPAP-004,Tail of pancreas,ROI2,macrophage,30,5.92
HPAP-004,Tail of pancreas,ROI2,macrophage,40,5.44
HPAP-004,Tail of pancreas,ROI2,macrophage,50,12.22
HPAP-004,Tail of pancreas,ROI2,macrophage,60,8.16
HPAP-004,Tail of pancreas,ROI2,macrophage,70,7.04
HPAP-004,Tail of pancreas,ROI2,macrophage,80,6.51
HPAP-004,Tail of pancreas,ROI2,macrophage,90,6.39
HPAP-004,Tail of pancreas,ROI2,macrophage,100,6.56
HPAP-004,Tail of pancreas,ROI2,macrophage,110,6.95
HPAP-004,Tail of pancreas,ROI2,macrophage,120,-0.86
HPAP-004,Tail of pancreas,ROI2,macrophage,130,-3.51
HPAP-004,Tail of pancreas,ROI2,macrophage,140,-2.74
HPAP-004,Tail of pancreas,ROI2,macrophage,150,-3.64
HPAP-004,Tail of pancreas,ROI2,macrophage,160,-4.25
HPAP-004,Tail of pancreas,ROI2,macrophage,170,-6.17
HPAP-004,Tail of pancreas,ROI2,macrophage,180,-6.98
HPAP-004,Tail of pancreas,ROI2,macrophage,190,-6.13
HPAP-004,Tail of pancreas,ROI2,macrophage,200,-7.23
HPAP-004,Tail of pancreas,ROI2,other_immune,10,-2.7
HPAP-004,Tail of pancreas,ROI2,other_immune,20,-0.7
HPAP-004,Tail of pancreas,ROI2,other_immune,30,0.83
HPAP-004,Tail of pancreas,ROI2,other_immune,40,1.3
HPAP-004,Tail of pancreas,ROI2,other_immune,50,1.53
HPAP-004,Tail of pancreas,ROI2,other_immune,60,1.84
HPAP-004,Tail of pancreas,ROI2,other_immune,70,2.08
HPAP-004,Tail of pancreas,ROI2,other_immune,80,1.62
HPAP-004,Tail of pancreas,ROI2,other_immune,90,0.93
HPAP-004,Tail of pancreas,ROI2,other_immune,100,0.16
HPAP-004,Tail of pancreas,ROI2,other_immune,110,-0.56
HPAP-004,Tail of pancreas,ROI2,other_immune,120,-1.74
HPAP-004,Tail of pancreas,ROI2,other_immune,130,-3.08
HPAP-004,Tail of pancreas,ROI2,other_immune,140,-4.04
HPAP-004,Tail of pancreas,ROI2,other_immune,150,-5.28
HPAP-004,Tail of pancreas,ROI2,other_immune,160,-6.28
HPAP-004,Tail of pancreas,ROI2,other_immune,170,-7.73
HPAP-004,Tail of pancreas,ROI2,other_immune,180,-9.39
HPAP-004,Tail of pancreas,ROI2,other_immune,190,-10.83
HPAP-004,Tail of pancreas,ROI2,other_immune,200,-12.66
HPAP-004,Tail of pancreas,ROI2,endothelial,10,14.1
HPAP-004,Tail of pancreas,ROI2,endothelial,20,38.6
HPAP-004,Tail of pancreas,ROI2,endothelial,30,51.47
HPAP-004,Tail of pancreas,ROI2,endothelial,40,62.18
HPAP-004,Tail of pancreas,ROI2,endothelial,50,69.28
HPAP-004,Tail of pancreas,ROI2,endothelial,60,77.0
HPAP-004,Tail of pancreas,ROI2,endothelial,70,81.76
HPAP-004,Tail of pancreas,ROI2,endothelial,80,85.84
HPAP-004,Tail of pancreas,ROI2,endothelial,90,89.11
HPAP-004,Tail of pancreas,ROI2,endothelial,100,91.92
HPAP-004,Tail of pancreas,ROI2,endothelial,110,94.23
HPAP-004,Tail of pancreas,ROI2,endothelial,120,95.31
HPAP-004,Tail of pancreas,ROI2,endothelial,130,94.68
HPAP-004,Tail of pancreas,ROI2,endothelial,140,92.5
HPAP-004,Tail of pancreas,ROI2,endothelial,150,89.51
HPAP-004,Tail of pancreas,ROI2,endothelial,160,84.53
HPAP-004,Tail of pancreas,ROI2,endothelial,170,79.38
HPAP-004,Tail of pancreas,ROI2,endothelial,180,73.99
HPAP-004,Tail of pancreas,ROI2,endothelial,190,69.04
HPAP-004,Tail of pancreas,ROI2,endothelial,200,62.85
HPAP-004,Tail of pancreas,ROI3,cd8_t,10,35.5
HPAP-004,Tail of pancreas,ROI3,cd8_t,20,44.34
HPAP-004,Tail of pancreas,ROI3,cd8_t,30,34.34
HPAP-004,Tail of pancreas,ROI3,cd8_t,40,38.8
HPAP-004,Tail of pancreas,ROI3,cd8_t,50,41.0
HPAP-004,Tail of pancreas,ROI3,cd8_t,60,41.74
HPAP-004,Tail of pancreas,ROI3,cd8_t,70,66.49
HPAP-004,Tail of pancreas,ROI3,cd8_t,80,56.49
HPAP-004,Tail of pancreas,ROI3,cd8_t,90,53.88
HPAP-004,Tail of pancreas,ROI3,cd8_t,100,50.9
HPAP-004,Tail of pancreas,ROI3,cd8_t,110,54.04
HPAP-004,Tail of pancreas,ROI3,cd8_t,120,56.21
HPAP-004,Tail of pancreas,ROI3,cd8_t,130,78.5
HPAP-004,Tail of pancreas,ROI3,cd8_t,140,82.89
HPAP-004,Tail of pancreas,ROI3,cd8_t,150,86.41
HPAP-004,Tail of pancreas,ROI3,cd8_t,160,76.41
HPAP-004,Tail of pancreas,ROI3,cd8_t,170,79.2
HPAP-004,Tail of pancreas,ROI3,cd8_t,180,73.32
HPAP-004,Tail of pancreas,ROI3,cd8_t,190,67.37
HPAP-004,Tail of pancreas,ROI3,cd8_t,200,57.37
HPAP-004,Tail of pancreas,ROI3,b_cell,10,-10.0
HPAP-004,Tail of pancreas,ROI3,b_cell,20,-20.0
HPAP-004,Tail of pancreas,ROI3,b_cell,30,-30.0
HPAP-004,Tail of pancreas,ROI3,b_cell,40,-40.0
HPAP-004,Tail of pancreas,ROI3,b_cell,50,19.27
HPAP-004,Tail of pancreas,ROI3,b_cell,60,37.97
HPAP-004,Tail of pancreas,ROI3,b_cell,70,27.97
HPAP-004,Tail of pancreas,ROI3,b_cell,80,17.97
HPAP-004,Tail of pancreas,ROI3,b_cell,90,7.97
HPAP-004,Tail of pancreas,ROI3,b_cell,100,-2.03
HPAP-004,Tail of pancreas,ROI3,b_cell,110,9.98
HPAP-004,Tail of pancreas,ROI3,b_cell,120,18.55
HPAP-004,Tail of pancreas,ROI3,b_cell,130,8.55
HPAP-004,Tail of pancreas,ROI3,b_cell,140,29.68
HPAP-004,Tail of pancreas,ROI3,b_cell,150,45.93
HPAP-004,Tail of pancreas,ROI3,b_cell,160,59.06
HPAP-004,Tail of pancreas,ROI3,b_cell,170,49.06
HPAP-004,Tail of pancreas,ROI3,b_cell,180,49.75
HPAP-004,Tail of pancreas,ROI3,b_cell,190,39.75
HPAP-004,Tail of pancreas,ROI3,b_cell,200,29.75
HPAP-004,Tail of pancreas,ROI3,macrophage,10,-10.0
HPAP-004,Tail of pancreas,ROI3,macrophage,20,21.53
HPAP-004,Tail of pancreas,ROI3,macrophage,30,25.37
HPAP-004,Tail of pancreas,ROI3,macrophage,40,21.9
HPAP-004,Tail of pancreas,ROI3,macrophage,50,36.44
HPAP-004,Tail of pancreas,ROI3,macrophage,60,37.88
HPAP-004,Tail of pancreas,ROI3,macrophage,70,36.32
HPAP-004,Tail of pancreas,ROI3,macrophage,80,36.63
HPAP-004,Tail of pancreas,ROI3,macrophage,90,33.81
HPAP-004,Tail of pancreas,ROI3,macrophage,100,34.2
HPAP-004,Tail of pancreas,ROI3,macrophage,110,33.85
HPAP-004,Tail of pancreas,ROI3,macrophage,120,30.36
HPAP-004,Tail of pancreas,ROI3,macrophage,130,29.03
HPAP-004,Tail of pancreas,ROI3,macrophage,140,22.61
HPAP-004,Tail of pancreas,ROI3,macrophage,150,21.22
HPAP-004,Tail of pancreas,ROI3,macrophage,160,14.54
HPAP-004,Tail of pancreas,ROI3,macrophage,170,12.06
HPAP-004,Tail of pancreas,ROI3,macrophage,180,9.29
HPAP-004,Tail of pancreas,ROI3,macrophage,190,5.76
HPAP-004,Tail of pancreas,ROI3,macrophage,200,1.07
HPAP-004,Tail of pancreas,ROI3,other_immune,10,-2.19
HPAP-004,Tail of pancreas,ROI3,other_immune,20,3.36
HPAP-004,Tail of pancreas,ROI3,other_immune,30,5.66
HPAP-004,Tail of pancreas,ROI3,other_immune,40,6.21
HPAP-004,Tail of pancreas,ROI3,other_immune,50,6.72
HPAP-004,Tail of pancreas,ROI3,other_immune,60,6.94
HPAP-004,Tail of pancreas,ROI3,other_immune,70,6.07
HPAP-004,Tail of pancreas,ROI3,other_immune,80,4.22
HPAP-004,Tail of pancreas,ROI3,other_immune,90,2.89
HPAP-004,Tail of pancreas,ROI3,other_immune,100,0.97
HPAP-004,Tail of pancreas,ROI3,other_immune,110,-0.67
HPAP-004,Tail of pancreas,ROI3,other_immune,120,-1.93
HPAP-004,Tail of pancreas,ROI3,other_immune,130,-3.86
HPAP-004,Tail of pancreas,ROI3,other_immune,140,-5.52
HPAP-004,Tail of pancreas,ROI3,other_immune,150,-7.18
HPAP-004,Tail of pancreas,ROI3,other_immune,160,-9.33
HPAP-004,Tail of pancreas,ROI3,other_immune,170,-11.6
HPAP-004,Tail of pancreas,ROI3,other_immune,180,-13.62
HPAP-004,Tail of pancreas,ROI3,other_immune,190,-15.73
HPAP-004,Tail of pancreas,ROI3,other_immune,200,-17.82
HPAP-004,Tail of pancreas,ROI3,endothelial,10,3.43
HPAP-004,Tail of pancreas,ROI3,endothelial,20,21.06
HPAP-004,Tail of pancreas,ROI3,endothelial,30,31.94
HPAP-004,Tail of pancreas,ROI3,endothelial,40,40.32
HPAP-004,Tail of pancreas,ROI3,endothelial,50,47.5
HPAP-004,Tail of pancreas,ROI3,endothelial,60,53.74
HPAP-004,Tail of pancreas,ROI3,endothelial,70,58.88
HPAP-004,Tail of pancreas,ROI3,endothelial,80,62.91
HPAP-004,Tail of pancreas,ROI3,endothelial,90,66.0
HPAP-004,Tail of pancreas,ROI3,endothelial,100,68.48
HPAP-004,Tail of pancreas,ROI3,endothelial,110,70.13
HPAP-004,Tail of pancreas,ROI3,endothelial,120,71.21
HPAP-004,Tail of pancreas,ROI3,endothelial,130,71.46
HPAP-004,Tail of pancreas,ROI3,endothelial,140,71.29
HPAP-004,Tail of pancreas,ROI3,endothelial,150,70.5
HPAP-004,Tail of pancreas,ROI3,endothelial,160,69.73
HPAP-004,Tail of pancreas,ROI3,endothelial,170,68.33
HPAP-004,Tail of pancreas,ROI3,endothelial,180,66.69
HPAP-004,Tail of pancreas,ROI3,endothelial,190,64.8
HPAP-004,Tail of pancreas,ROI3,endothelial,200,62.44
HPAP-005,Body of pancreas,ROI1,cd8_t,10,40.47
HPAP-005,Body of pancreas,ROI1,cd8_t,20,55.71
HPAP-005,Body of pancreas,ROI1,cd8_t,30,77.07
HPAP-005,Body of pancreas,ROI1,cd8_t,40,93.54
HPAP-005,Body of pancreas,ROI1,cd8_t,50,103.51
HPAP-005,Body of pancreas,ROI1,cd8_t,60,111.17
HPAP-005,Body of pancreas,ROI1,cd8_t,70,115.45
HPAP-005,Body of pancreas,ROI1,cd8_t,80,129.63
HPAP-005,Body of pancreas,ROI1,cd8_t,90,141.3
HPAP-005,Body of pancreas,ROI1,cd8_t,100,147.27
HPAP-005,Body of pancreas,ROI1,cd8_t,110,159.46
HPAP-005,Body of pancreas,ROI1,cd8_t,120,173.23
HPAP-005,Body of pancreas,ROI1,cd8_t,130,179.09
HPAP-005,Body of pancreas,ROI1,cd8_t,140,179.23
HPAP-005,Body of pancreas,ROI1,cd8_t,150,181.94
HPAP-005,Body of pancreas,ROI1,cd8_t,160,193.32
HPAP-005,Body of pancreas,ROI1,cd8_t,170,195.72
HPAP-005,Body of pancreas,ROI1,cd8_t,180,193.47
HPAP-005,Body of pancreas,ROI1,cd8_t,190,191.07
HPAP-005,Body of pancreas,ROI1,cd8_t,200,193.41
HPAP-005,Body of pancreas,ROI1,macrophage,10,-10.0
HPAP-005,Body of pancreas,ROI1,macrophage,20,26.68
HPAP-005,Body of pancreas,ROI1,macrophage,30,16.68
HPAP-005,Body of pancreas,ROI1,macrophage,40,20.26
HPAP-005,Body of pancreas,ROI1,macrophage,50,10.26
HPAP-005,Body of pancreas,ROI1,macrophage,60,0.26
HPAP-005,Body of pancreas,ROI1,macrophage,70,-3.99
HPAP-005,Body of pancreas,ROI1,macrophage,80,-8.7
HPAP-005,Body of pancreas,ROI1,macrophage,90,3.35
HPAP-005,Body of pancreas,ROI1,macrophage,100,11.11
HPAP-005,Body of pancreas,ROI1,macrophage,110,19.24
HPAP-005,Body of pancreas,ROI1,macrophage,120,14.74
HPAP-005,Body of pancreas,ROI1,macrophage,130,22.44
HPAP-005,Body of pancreas,ROI1,macrophage,140,30.44
HPAP-005,Body of pancreas,ROI1,macrophage,150,26.71
HPAP-005,Body of pancreas,ROI1,macrophage,160,26.7
HPAP-005,Body of pancreas,ROI1,macrophage,170,20.55
HPAP-005,Body of pancreas,ROI1,macrophage,180,16.19
HPAP-005,Body of pancreas,ROI1,macrophage,190,15.23
HPAP-005,Body of pancreas,ROI1,macrophage,200,13.9
HPAP-005,Body of pancreas,ROI1,mdsc,10,5.7
HPAP-005,Body of pancreas,ROI1,mdsc,20,15.9
HPAP-005,Body of pancreas,ROI1,mdsc,30,20.7
HPAP-005,Body of pancreas,ROI1,mdsc,40,25.33
HPAP-005,Body of pancreas,ROI1,mdsc,50,29.58
HPAP-005,Body of pancreas,ROI1,mdsc,60,33.34
HPAP-005,Body of pancreas,ROI1,mdsc,70,37.67
HPAP-005,Body of pancreas,ROI1,mdsc,80,41.85
HPAP-005,Body of pancreas,ROI1,mdsc,90,44.15
HPAP-005,Body of pancreas,ROI1,mdsc,100,46.93
HPAP-005,Body of pancreas,ROI1,mdsc,110,49.06
HPAP-005,Body of pancreas,ROI1,mdsc,120,50.43
HPAP-005,Body of pancreas,ROI1,mdsc,130,51.91
HPAP-005,Body of pancreas,ROI1,mdsc,140,52.23
HPAP-005,Body of pancreas,ROI1,mdsc,150,52.54
HPAP-005,Body of pancreas,ROI1,mdsc,160,54.1
HPAP-005,Body of pancreas,ROI1,mdsc,170,54.92
HPAP-005,Body of pancreas,ROI1,mdsc,180,55.46
HPAP-005,Body of pancreas,ROI1,mdsc,190,56.33
HPAP-005,Body of pancreas,ROI1,mdsc,200,57.45
HPAP-005,Body of pancreas,ROI1,other_immune,10,1.41
HPAP-005,Body of pancreas,ROI1,other_immune,20,4.83
HPAP-005,Body of pancreas,ROI1,other_immune,30,5.99
HPAP-005,Body of pancreas,ROI1,other_immune,40,7.21
HPAP-005,Body of pancreas,ROI1,other_immune,50,7.56
HPAP-005,Body of pancreas,ROI1,other_immune,60,8.18
HPAP-005,Body of pancreas,ROI1,other_immune,70,7.7
HPAP-005,Body of pancreas,ROI1,other_immune,80,7.97
HPAP-005,Body of pancreas,ROI1,other_immune,90,7.43
HPAP-005,Body of pancreas,ROI1,other_immune,100,6.88
HPAP-005,Body of pancreas,ROI1,other_immune,110,6.02
HPAP-005,Body of pancreas,ROI1,other_immune,120,4.92
HPAP-005,Body of pancreas,ROI1,other_immune,130,3.4
HPAP-005,Body of pancreas,ROI1,other_immune,140,1.8
HPAP-005,Body of pancreas,ROI1,other_immune,150,0.14
HPAP-005,Body of pancreas,ROI1,other_immune,160,-1.9
HPAP-005,Body of pancreas,ROI1,other_immune,170,-3.77
HPAP-005,Body of pancreas,ROI1,other_immune,180,-5.46
HPAP-005,Body of pancreas,ROI1,other_immune,190,-7.53
HPAP-005,Body of pancreas,ROI1,other_immune,200,-10.16
HPAP-005,Body of pancreas,ROI1,endothelial,10,5.43
HPAP-005,Body of pancreas,ROI1,endothelial,20,45.49
HPAP-005,Body of pancreas,ROI1,endothelial,30,68.83
HPAP-005,Body of pancreas,ROI1,endothelial,40,88.21
HPAP-005,Body of pancreas,ROI1,endothelial,50,100.44
HPAP-005,Body of pancreas,ROI1,endothelial,60,113.94
HPAP-005,Body of pancreas,ROI1,endothelial,70,121.54
HPAP-005,Body of pancreas,ROI1,endothelial,80,123.02
HPAP-005,Body of pancreas,ROI1,endothelial,90,122.76
HPAP-005,Body of pancreas,ROI1,endothelial,100,117.74
HPAP-005,Body of pancreas,ROI1,endothelial,110,116.32
HPAP-005,Body of pancreas,ROI1,endothelial,120,110.49
HPAP-005,Body of pancreas,ROI1,endothelial,130,102.04
HPAP-005,Body of pancreas,ROI1,endothelial,140,96.61
HPAP-005,Body of pancreas,ROI1,endothelial,150,93.07
